date,temperature,humidity,luminosity
2019-12-04 14:44:41.301,22.5,26.5,307
2019-12-04 14:44:43.574,22.5,26.5,300
2019-12-04 14:44:45.852,22.5,26.6,295
2019-12-04 14:44:48.129,22.5,26.6,305
2019-12-04 14:44:50.401,22.5,26.6,302
2019-12-04 14:44:52.679,22.5,26.6,305
2019-12-04 14:44:54.953,22.5,26.6,300
2019-12-04 14:44:57.229,22.5,26.6,302
2019-12-04 14:44:59.507,22.5,26.7,302
2019-12-04 14:45:01.780,22.5,26.7,305
2019-12-04 14:45:04.058,22.5,26.6,305
2019-12-04 14:45:06.335,22.5,26.6,305
2019-12-04 14:45:08.608,22.5,26.6,305
2019-12-04 14:45:10.886,22.5,26.6,305
2019-12-04 14:45:13.163,22.5,26.7,305
2019-12-04 14:45:15.437,22.5,26.8,302
2019-12-04 14:45:17.714,22.5,26.8,302
2019-12-04 14:45:19.987,22.5,26.7,297
2019-12-04 14:45:22.265,22.5,26.7,295
2019-12-04 14:45:24.542,22.5,26.6,297
2019-12-04 14:45:26.815,22.5,26.5,300
2019-12-04 14:45:29.093,22.5,26.5,295
2019-12-04 14:45:31.370,22.6,26.5,297
2019-12-04 14:45:33.643,22.6,26.5,297
2019-12-04 14:45:35.920,22.6,26.5,297
2019-12-04 14:45:38.193,22.6,26.5,300
2019-12-04 14:45:40.471,22.6,26.5,300
2019-12-04 14:45:42.748,22.5,26.5,297
2019-12-04 14:45:45.021,22.5,26.4,300
2019-12-04 14:45:47.299,22.6,26.5,300
2019-12-04 14:45:49.576,22.6,26.4,300
2019-12-04 14:45:51.849,22.5,26.4,300
2019-12-04 14:45:54.127,22.5,26.4,297
2019-12-04 14:45:56.400,22.5,26.4,297
2019-12-04 14:45:58.678,22.5,26.4,295
2019-12-04 14:46:00.955,22.5,26.4,293
2019-12-04 14:46:03.228,22.6,26.4,295
2019-12-04 14:46:05.506,22.6,26.4,310
2019-12-04 14:46:07.783,22.6,26.3,300
2019-12-04 14:46:10.056,22.5,26.3,291
2019-12-04 14:46:12.333,22.6,26.3,291
2019-12-04 14:46:14.607,22.6,26.4,271
2019-12-04 14:46:16.884,22.6,26.5,261
2019-12-04 14:46:19.162,22.6,26.6,138
